,country,year,own_account,location_type,phone_access,household_size,respondent_age,gender,head_relation,marital_status,education_level,job_type
3241,Kenya,2018,No,Urban,No,1.0,21.0,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
3242,Kenya,2018,No,Rural,Yes,3.0,41.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
3243,Kenya,2018,No,Rural,Yes,1.0,51.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
3244,Kenya,2018,No,Rural,Yes,3.0,18.0,Female,Child,Single/Never Married,Vocational/Specialised training,Informally employed
3245,Kenya,2018,Yes,Urban,Yes,2.0,30.0,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
3246,Kenya,2018,No,Rural,Yes,1.0,48.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
3247,Kenya,2018,Yes,Urban,Yes,8.0,26.0,Male,Child,Single/Never Married,Tertiary education,Farming and Fishing
3248,Kenya,2018,No,Rural,Yes,4.0,68.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3249,Kenya,2018,Yes,Rural,Yes,7.0,42.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3250,Kenya,2018,No,Rural,Yes,5.0,34.0,Male,Spouse,Married/Living together,Secondary education,Remittance Dependent
3251,Kenya,2018,Yes,Urban,Yes,7.0,41.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3253,Kenya,2018,No,Rural,Yes,5.0,24.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
3254,Kenya,2018,No,Rural,Yes,2.0,21.0,Male,Child,Single/Never Married,Secondary education,Informally employed
3255,Kenya,2018,No,Rural,Yes,6.0,40.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
3256,Kenya,2018,No,Rural,Yes,2.0,56.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3257,Kenya,2018,No,Urban,Yes,2.0,55.0,Female,Head of Household,Widowed,Secondary education,Self employed
3258,Kenya,2018,No,Rural,Yes,1.0,68.0,Female,Head of Household,Widowed,Primary education,Self employed
3259,Kenya,2018,No,Rural,Yes,7.0,36.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3261,Kenya,2018,Yes,Urban,Yes,1.0,35.0,Male,Head of Household,Married/Living together,Tertiary education,Self employed
3262,Kenya,2018,No,Rural,No,6.0,48.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
3263,Kenya,2018,Yes,Urban,Yes,5.0,42.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private
3264,Kenya,2018,No,Rural,Yes,2.0,42.0,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent
3265,Kenya,2018,Yes,Rural,Yes,1.0,77.0,Male,Head of Household,Widowed,Primary education,Government Dependent
3266,Kenya,2018,No,Urban,Yes,7.0,33.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
3267,Kenya,2018,No,Urban,Yes,6.0,35.0,Female,Child,Married/Living together,Primary education,Informally employed
3269,Kenya,2018,No,Rural,Yes,1.0,75.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
3270,Kenya,2018,No,Rural,Yes,8.0,46.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3271,Kenya,2018,No,Urban,Yes,1.0,50.0,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
3272,Kenya,2018,Yes,Rural,Yes,1.0,27.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
3273,Kenya,2018,Yes,Rural,Yes,6.0,65.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
3274,Kenya,2018,No,Rural,Yes,8.0,55.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
3276,Kenya,2018,No,Rural,Yes,4.0,33.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
3277,Kenya,2018,Yes,Rural,No,5.0,66.0,Female,Spouse,Married/Living together,No formal education,Informally employed
3278,Kenya,2018,No,Urban,Yes,5.0,30.0,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
3279,Kenya,2018,Yes,Rural,Yes,6.0,39.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
3280,Kenya,2018,No,Rural,Yes,5.0,28.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
3281,Kenya,2018,No,Rural,Yes,10.0,49.0,Male,Spouse,Married/Living together,Primary education,Farming and Fishing
3282,Kenya,2018,No,Rural,Yes,7.0,29.0,Female,Other relative,Divorced/Seperated,Secondary education,Self employed
3283,Kenya,2018,No,Rural,No,5.0,60.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
3284,Kenya,2018,No,Urban,No,6.0,40.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
3285,Kenya,2018,No,Rural,Yes,1.0,38.0,Male,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent
3287,Kenya,2018,No,Rural,Yes,1.0,71.0,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
3288,Kenya,2018,No,Rural,Yes,1.0,41.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
3290,Kenya,2018,No,Rural,Yes,6.0,44.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
3291,Kenya,2018,No,Rural,Yes,2.0,29.0,Male,Other relative,Single/Never Married,Primary education,Farming and Fishing
3292,Kenya,2018,No,Rural,No,5.0,22.0,Female,Spouse,Married/Living together,No formal education,Informally employed
3293,Kenya,2018,No,Rural,No,6.0,29.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
3294,Kenya,2018,No,Urban,Yes,1.0,57.0,Male,Head of Household,Widowed,Primary education,Informally employed
3295,Kenya,2018,No,Rural,Yes,6.0,70.0,Male,Head of Household,Married/Living together,Primary education,Government Dependent
3296,Kenya,2018,No,Urban,Yes,2.0,40.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3297,Kenya,2018,No,Rural,No,7.0,16.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
3298,Kenya,2018,No,Urban,Yes,2.0,60.0,Male,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing
3299,Kenya,2018,No,Urban,Yes,4.0,30.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3300,Kenya,2018,No,Rural,Yes,6.0,45.0,Female,Child,Widowed,Vocational/Specialised training,Informally employed
3301,Kenya,2018,No,Urban,No,9.0,20.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3302,Kenya,2018,Yes,Urban,Yes,5.0,42.0,Male,Head of Household,Married/Living together,Tertiary education,Self employed
3303,Kenya,2018,No,Rural,Yes,6.0,22.0,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
3304,Kenya,2018,No,Urban,No,2.0,84.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
3305,Kenya,2018,No,Urban,Yes,6.0,36.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3306,Kenya,2018,Yes,Urban,Yes,2.0,23.0,Male,Child,Single/Never Married,Tertiary education,Formally employed Private
3307,Kenya,2018,No,Urban,Yes,2.0,24.0,Female,Parent,Married/Living together,Primary education,Self employed
3308,Kenya,2018,No,Urban,Yes,5.0,28.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3309,Kenya,2018,Yes,Urban,No,1.0,26.0,Male,Head of Household,Married/Living together,No formal education,Self employed
3310,Kenya,2018,No,Urban,Yes,5.0,26.0,Female,Spouse,Married/Living together,Secondary education,Self employed
3311,Kenya,2018,Yes,Rural,Yes,5.0,35.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
3312,Kenya,2018,No,Urban,Yes,2.0,24.0,Female,Spouse,Married/Living together,Secondary education,Self employed
3313,Kenya,2018,No,Urban,Yes,2.0,60.0,Female,Head of Household,Widowed,Primary education,Self employed
3315,Kenya,2018,No,Urban,Yes,1.0,20.0,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
3316,Kenya,2018,No,Rural,Yes,5.0,20.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
3317,Kenya,2018,No,Urban,Yes,4.0,30.0,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
3318,Kenya,2018,No,Rural,No,4.0,20.0,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
3319,Kenya,2018,No,Urban,Yes,8.0,30.0,Male,Child,Married/Living together,Primary education,Informally employed
3320,Kenya,2018,No,Rural,Yes,2.0,30.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3321,Kenya,2018,No,Urban,Yes,8.0,23.0,Male,Child,Single/Never Married,Secondary education,Other Income
3322,Kenya,2018,No,Urban,Yes,9.0,35.0,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
3323,Kenya,2018,No,Urban,Yes,3.0,23.0,Male,Head of Household,Married/Living together,No formal education,Self employed
3324,Kenya,2018,No,Rural,Yes,5.0,28.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3325,Kenya,2018,No,Rural,Yes,1.0,52.0,Female,Head of Household,Single/Never Married,Secondary education,Informally employed
3326,Kenya,2018,Yes,Urban,Yes,2.0,24.0,Female,Other relative,Single/Never Married,Tertiary education,Informally employed
3327,Kenya,2018,No,Rural,Yes,1.0,68.0,Male,Head of Household,Widowed,No formal education,Farming and Fishing
3328,Kenya,2018,No,Urban,Yes,2.0,36.0,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
3329,Kenya,2018,No,Rural,Yes,7.0,44.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3332,Kenya,2018,No,Urban,Yes,1.0,45.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
3334,Kenya,2018,Yes,Rural,Yes,6.0,45.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3335,Kenya,2018,No,Urban,No,5.0,20.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
3336,Kenya,2018,No,Rural,Yes,5.0,31.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3337,Kenya,2018,Yes,Urban,Yes,1.0,44.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3338,Kenya,2018,Yes,Rural,Yes,1.0,22.0,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
3339,Kenya,2018,No,Rural,Yes,3.0,25.0,Male,Other non-relatives,Single/Never Married,Tertiary education,Farming and Fishing
3340,Kenya,2018,No,Rural,Yes,2.0,68.0,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
3341,Kenya,2018,Yes,Urban,Yes,3.0,39.0,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
3342,Kenya,2018,No,Urban,Yes,3.0,30.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3343,Kenya,2018,No,Rural,No,7.0,28.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
3344,Kenya,2018,No,Rural,Yes,3.0,30.0,Female,Head of Household,Married/Living together,Secondary education,Self employed
3345,Kenya,2018,No,Rural,Yes,6.0,43.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
3346,Kenya,2018,No,Rural,No,2.0,84.0,Male,Head of Household,Married/Living together,No formal education,Other Income
3347,Kenya,2018,No,Rural,Yes,4.0,30.0,Female,Spouse,Married/Living together,Tertiary education,Remittance Dependent
3348,Kenya,2018,Yes,Urban,Yes,2.0,36.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
3349,Kenya,2018,Yes,Urban,Yes,5.0,28.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
3350,Kenya,2018,No,Rural,No,3.0,60.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3351,Kenya,2018,No,Rural,No,1.0,57.0,Male,Head of Household,Divorced/Seperated,Secondary education,Other Income
3352,Kenya,2018,No,Urban,No,4.0,56.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3353,Kenya,2018,Yes,Urban,Yes,1.0,23.0,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
3354,Kenya,2018,No,Rural,Yes,4.0,45.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
3355,Kenya,2018,No,Urban,Yes,3.0,31.0,Male,Head of Household,Married/Living together,Tertiary education,Self employed
3356,Kenya,2018,Yes,Rural,Yes,3.0,52.0,Female,Spouse,Married/Living together,Secondary education,Self employed
3357,Kenya,2018,No,Rural,No,1.0,70.0,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
3358,Kenya,2018,Yes,Rural,Yes,6.0,46.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
3359,Kenya,2018,Yes,Urban,Yes,1.0,22.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
3360,Kenya,2018,No,Rural,Yes,5.0,33.0,Female,Spouse,Married/Living together,Primary education,Self employed
3361,Kenya,2018,No,Rural,Yes,3.0,38.0,Female,Child,Single/Never Married,Primary education,Informally employed
3362,Kenya,2018,No,Urban,No,2.0,23.0,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
3363,Kenya,2018,Yes,Urban,Yes,1.0,32.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government
3364,Kenya,2018,No,Rural,Yes,7.0,32.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3365,Kenya,2018,No,Rural,Yes,5.0,48.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
3366,Kenya,2018,No,Urban,Yes,9.0,40.0,Female,Spouse,Married/Living together,No formal education,Informally employed
3367,Kenya,2018,No,Urban,Yes,1.0,73.0,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
3368,Kenya,2018,No,Urban,Yes,2.0,44.0,Female,Head of Household,Widowed,Primary education,Informally employed
3369,Kenya,2018,No,Urban,Yes,2.0,23.0,Female,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private
3370,Kenya,2018,No,Rural,No,10.0,50.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3371,Kenya,2018,No,Rural,Yes,4.0,27.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
3372,Kenya,2018,Yes,Rural,Yes,1.0,70.0,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
3373,Kenya,2018,No,Rural,Yes,4.0,50.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3374,Kenya,2018,No,Rural,Yes,2.0,60.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3375,Kenya,2018,No,Rural,No,7.0,17.0,Male,Child,Single/Never Married,Primary education,Informally employed
3376,Kenya,2018,No,Rural,Yes,4.0,35.0,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
3377,Kenya,2018,No,Rural,Yes,1.0,21.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
3378,Kenya,2018,No,Rural,Yes,5.0,20.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
3380,Kenya,2018,Yes,Rural,Yes,3.0,62.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
3381,Kenya,2018,No,Rural,Yes,2.0,58.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3383,Kenya,2018,No,Urban,Yes,4.0,24.0,Male,Other relative,Single/Never Married,Vocational/Specialised training,Farming and Fishing
3384,Kenya,2018,No,Urban,Yes,3.0,33.0,Female,Head of Household,Married/Living together,Primary education,Self employed
3385,Kenya,2018,No,Rural,Yes,8.0,34.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3386,Kenya,2018,No,Rural,Yes,4.0,16.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
3387,Kenya,2018,Yes,Urban,Yes,1.0,18.0,Male,Head of Household,Single/Never Married,Tertiary education,Other Income
3388,Kenya,2018,No,Rural,Yes,2.0,52.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
3389,Kenya,2018,Yes,Rural,Yes,3.0,56.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
3390,Kenya,2018,No,Rural,No,4.0,55.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
3391,Kenya,2018,No,Urban,Yes,6.0,31.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
3392,Kenya,2018,Yes,Urban,Yes,3.0,32.0,Female,Spouse,Married/Living together,Secondary education,Self employed
3393,Kenya,2018,Yes,Rural,Yes,7.0,50.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3394,Kenya,2018,No,Urban,Yes,4.0,32.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private
3395,Kenya,2018,No,Rural,No,2.0,70.0,Female,Head of Household,Widowed,No formal education,Self employed
3396,Kenya,2018,No,Rural,Yes,3.0,53.0,Female,Head of Household,Widowed,Primary education,Informally employed
3397,Kenya,2018,No,Rural,Yes,4.0,54.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
3398,Kenya,2018,No,Rural,Yes,6.0,59.0,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
3399,Kenya,2018,Yes,Rural,Yes,7.0,39.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
3400,Kenya,2018,No,Urban,Yes,3.0,25.0,Female,Other relative,Single/Never Married,Vocational/Specialised training,Remittance Dependent
3401,Kenya,2018,No,Rural,Yes,4.0,26.0,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
3402,Kenya,2018,Yes,Urban,Yes,3.0,46.0,Female,Spouse,Married/Living together,Other/Dont know/RTA,Formally employed Private
3403,Kenya,2018,No,Urban,Yes,5.0,31.0,Female,Other relative,Single/Never Married,Primary education,Formally employed Private
3404,Kenya,2018,No,Rural,Yes,1.0,71.0,Male,Head of Household,Widowed,Primary education,Remittance Dependent
3405,Kenya,2018,No,Urban,No,1.0,84.0,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
3406,Kenya,2018,Yes,Rural,No,4.0,80.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3407,Kenya,2018,No,Rural,Yes,3.0,27.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
3408,Kenya,2018,No,Rural,No,1.0,79.0,Male,Head of Household,Widowed,No formal education,Farming and Fishing
3409,Kenya,2018,No,Rural,Yes,5.0,30.0,Male,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent
3410,Kenya,2018,No,Urban,Yes,4.0,35.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
3411,Kenya,2018,No,Rural,Yes,2.0,18.0,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
3412,Kenya,2018,Yes,Urban,Yes,1.0,47.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
3413,Kenya,2018,Yes,Urban,Yes,3.0,45.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
3414,Kenya,2018,Yes,Urban,Yes,1.0,54.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3415,Kenya,2018,No,Rural,Yes,7.0,68.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3416,Kenya,2018,No,Rural,Yes,4.0,48.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
3417,Kenya,2018,No,Rural,Yes,6.0,27.0,Female,Other relative,Single/Never Married,Secondary education,Informally employed
3418,Kenya,2018,No,Rural,Yes,2.0,47.0,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
3419,Kenya,2018,No,Rural,Yes,2.0,64.0,Female,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent
3420,Kenya,2018,No,Rural,No,10.0,18.0,Female,Child,Single/Never Married,Primary education,Remittance Dependent
3421,Kenya,2018,No,Urban,No,3.0,26.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
3422,Kenya,2018,Yes,Urban,Yes,1.0,40.0,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
3423,Kenya,2018,Yes,Rural,Yes,8.0,48.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
3424,Kenya,2018,No,Rural,Yes,2.0,16.0,Male,Other relative,Single/Never Married,Primary education,Remittance Dependent
3425,Kenya,2018,No,Rural,Yes,4.0,33.0,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
3426,Kenya,2018,Yes,Urban,Yes,2.0,30.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
3427,Kenya,2018,No,Rural,Yes,8.0,36.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
3428,Kenya,2018,Yes,Urban,Yes,3.0,23.0,Female,Parent,Married/Living together,Secondary education,Self employed
3429,Kenya,2018,No,Urban,Yes,1.0,23.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
3430,Kenya,2018,No,Rural,Yes,3.0,23.0,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
3431,Kenya,2018,No,Urban,Yes,2.0,23.0,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
3432,Kenya,2018,No,Urban,Yes,8.0,38.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3433,Kenya,2018,No,Rural,Yes,6.0,60.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3434,Kenya,2018,No,Urban,Yes,2.0,28.0,Female,Head of Household,Single/Never Married,Secondary education,Informally employed
3435,Kenya,2018,No,Urban,No,5.0,18.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
3437,Kenya,2018,No,Rural,No,1.0,67.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
3438,Kenya,2018,No,Rural,Yes,4.0,50.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
3439,Kenya,2018,Yes,Rural,Yes,6.0,45.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3440,Kenya,2018,No,Rural,No,2.0,69.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
3442,Kenya,2018,No,Rural,No,6.0,55.0,Female,Spouse,Married/Living together,No formal education,Self employed
3444,Kenya,2018,No,Rural,Yes,2.0,62.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3445,Kenya,2018,Yes,Rural,Yes,3.0,30.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3446,Kenya,2018,No,Rural,Yes,2.0,28.0,Female,Spouse,Married/Living together,Secondary education,Self employed
3447,Kenya,2018,Yes,Urban,Yes,5.0,27.0,Female,Other relative,Single/Never Married,Vocational/Specialised training,Remittance Dependent
3448,Kenya,2018,No,Urban,Yes,1.0,28.0,Female,Head of Household,Single/Never Married,Secondary education,Self employed
3449,Kenya,2018,No,Rural,Yes,1.0,83.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
3450,Kenya,2018,No,Rural,Yes,3.0,56.0,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
3451,Kenya,2018,No,Rural,Yes,3.0,30.0,Female,Spouse,Married/Living together,Primary education,Self employed
3455,Kenya,2018,No,Urban,Yes,9.0,38.0,Female,Head of Household,Married/Living together,No formal education,Informally employed
3456,Kenya,2018,No,Urban,Yes,4.0,27.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3457,Kenya,2018,Yes,Urban,Yes,2.0,23.0,Male,Child,Single/Never Married,Primary education,Informally employed
3458,Kenya,2018,No,Urban,Yes,1.0,27.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
3459,Kenya,2018,No,Urban,No,5.0,19.0,Female,Other relative,Married/Living together,Primary education,Remittance Dependent
3460,Kenya,2018,No,Rural,Yes,3.0,26.0,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed
3461,Kenya,2018,No,Rural,No,7.0,19.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
3462,Kenya,2018,No,Rural,Yes,10.0,60.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3463,Kenya,2018,Yes,Rural,Yes,3.0,26.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
3465,Kenya,2018,No,Urban,Yes,1.0,65.0,Female,Head of Household,Widowed,Primary education,Informally employed
3466,Kenya,2018,No,Urban,Yes,5.0,43.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
3467,Kenya,2018,No,Rural,Yes,2.0,84.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
3469,Kenya,2018,Yes,Urban,Yes,2.0,40.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3470,Kenya,2018,No,Rural,Yes,3.0,23.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
3471,Kenya,2018,No,Rural,No,2.0,32.0,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
3472,Kenya,2018,Yes,Rural,Yes,1.0,40.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
3473,Kenya,2018,No,Rural,No,5.0,52.0,Female,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
3474,Kenya,2018,No,Rural,Yes,1.0,72.0,Female,Head of Household,Widowed,No formal education,Self employed
3475,Kenya,2018,No,Rural,Yes,4.0,54.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3476,Kenya,2018,No,Rural,Yes,1.0,67.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
3477,Kenya,2018,No,Rural,Yes,7.0,25.0,Female,Other relative,Married/Living together,Primary education,Remittance Dependent
3478,Kenya,2018,No,Urban,Yes,5.0,42.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
3479,Kenya,2018,No,Rural,Yes,3.0,56.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3480,Kenya,2018,No,Rural,Yes,2.0,59.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
3481,Kenya,2018,Yes,Rural,Yes,10.0,45.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3482,Kenya,2018,Yes,Urban,Yes,5.0,79.0,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
3483,Kenya,2018,No,Rural,Yes,8.0,71.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
3485,Kenya,2018,Yes,Rural,Yes,2.0,71.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3486,Kenya,2018,No,Rural,No,10.0,51.0,Male,Head of Household,Married/Living together,Primary education,Self employed
3488,Kenya,2018,No,Rural,Yes,3.0,85.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
3489,Kenya,2018,No,Rural,Yes,5.0,28.0,Female,Head of Household,Widowed,Secondary education,Informally employed
3490,Kenya,2018,No,Rural,No,6.0,18.0,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
3491,Kenya,2018,No,Urban,Yes,5.0,35.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
3492,Kenya,2018,Yes,Urban,Yes,4.0,37.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
3493,Kenya,2018,No,Rural,Yes,2.0,69.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
3494,Kenya,2018,Yes,Urban,Yes,2.0,59.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
3495,Kenya,2018,No,Rural,No,1.0,80.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
3496,Kenya,2018,No,Urban,Yes,8.0,54.0,Male,Head of Household,Married/Living together,Tertiary education,Informally employed
3497,Kenya,2018,No,Urban,Yes,5.0,27.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
3499,Kenya,2018,No,Urban,No,3.0,24.0,Female,Spouse,Married/Living together,Primary education,Self employed
3500,Kenya,2018,No,Urban,Yes,4.0,60.0,Female,Head of Household,Widowed,No formal education,Self employed
3501,Kenya,2018,No,Rural,Yes,6.0,29.0,Female,Spouse,Married/Living together,Primary education,Informally employed
3502,Kenya,2018,Yes,Urban,Yes,4.0,32.0,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed
3503,Kenya,2018,Yes,Urban,Yes,2.0,34.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
